ngram,count,normed
THE,69221160871,0.03299197505365841
AND,26468697834,0.012615428687616793
ING,21289988294,0.010147168204782238
ION,20449402244,0.009746530688116843
TIO,16819216214,0.008016322678963456
ENT,15514431359,0.007394440167244617
ATI,11778016773,0.005613601833123558
FOR,11352182252,0.005410641904150388
HER,10921772146,0.005205501174042472
TER,10298054230,0.00490822667494038
HAT,9595332482,0.004573297614405191
THA,9447439870,0.004502809496258526
ERE,8939106849,0.004260529388026349
ATE,8757480213,0.00417396306396312
HIS,8073090301,0.003847771266258972
CON,8068814778,0.0038457334797442353
RES,7496974307,0.0035731846476166856
VER,7415630371,0.0035344147530712924
ALL,7317964040,0.003487865329233411
ONS,7187472617,0.0034256709118303938
NCE,6936472580,0.0033060400524952877
MEN,6889167446,0.0032834936262117636
ITH,6795041998,0.0032386318470497876
TED,6610757134,0.0031507985665998202
ERS,6524449179,0.003109662736711056
PRO,6441091673,0.0030699331406759314
THI,6357454845,0.0030300704150552876
WIT,6270098257,0.0029884347889576595
ARE,6050931663,0.002883976286516211
ESS,5961685248,0.00284143993693381
NOT,5871622477,0.0027985144982860424
IVE,5738676234,0.0027351500721865206
WAS,5723542738,0.0027279371922488797
ECT,5633214660,0.002684885303801435
REA,5614636634,0.0026760307026559784
COM,5512716986,0.002627454076058224
EVE,5367611215,0.002558294213427554
PER,5340402298,0.0025453259837763067
INT,5272125236,0.0025127839821990866
EST,5093021295,0.0024274200172043955
STA,5003705570,0.002384850633304711
CTI,4965296625,0.0023665442810371024
ICA,4851083411,0.0023121083331322646
IST,4696789776,0.002238569379251604
EAR,4565761282,0.002176118984733914
AIN,4507928531,0.0021485549182798393
ONE,4425109105,0.002109081780265839
OUR,4406006814,0.0020999773055617203
ITI,4405426644,0.002099700786735309
RAT,4343095846,0.002069992875067619
NTE,4326059573,0.002061873099456361
TIN,4314722175,0.0020564695039765562
INE,4289473708,0.0020444356579253538
DER,4270017146,0.0020351623316757377
OME,4215212970,0.0020090417352471705
MAN,4170329466,0.0019876494987452666
PRE,4165466522,0.0019853317374549824
ROM,4120910706,0.001964095682591545
TRA,4103386993,0.0019557435848389384
WHI,4056368486,0.0019333337698273826
AVE,4051571914,0.0019310476425539323
STR,4004702365,0.0019087088234424482
ACT,3996307044,0.0019047074715796033
ILL,3995118251,0.0019041408727461476
URE,3944467758,0.0018799999918293181
IDE,3916831962,0.0018668283044327555
OVE,3916118810,0.0018664884041378542
CAL,3912525152,0.0018647756060050935
BLE,3874673895,0.001846735057262768
OUT,3862229953,0.00184080406421285
STI,3838372232,0.0018294330712077486
TIC,3827724881,0.0018243583637893887
OUN,3822970506,0.0018220923483192341
ENC,3804294828,0.0018131912045803362
ORE,3797463503,0.0018099352796413792
ANT,3755591976,0.00178997860227769
ITY,3740314311,0.0017826970089583078
FRO,3734044758,0.0017797088340480507
ART,3726591176,0.0017761563309072457
TUR,3716216523,0.001771211595964065
PAR,3691428919,0.001759397405006881
RED,3671917165,0.0017500977733173636
OTH,3662729446,0.001745718751176823
ERI,3634984261,0.0017324949271342732
HIC,3617867236,0.0017243366637551708
IES,3606387088,0.0017188650312130042
STE,3592565889,0.0017122776142023386
GHT,3589011577,0.0017105835690380939
ICH,3577428959,0.001705063097562266
IGH,3553478573,0.0016936479388521997
UND,3541129200,0.0016877620189858224
YOU,3526888940,0.0016809748704207594
ORT,3525114055,0.001680128930235615
ERA,3467154217,0.0016525042919696713
WER,3454801393,0.0016466167272983746
NTI,3452787542,0.0016456568918792951
OUL,3393996042,0.0016176358694497252
NDE,3371859569,0.0016070852523291455
IND,3370038532,0.001606217315320869
THO,3369505315,0.0016059631750877262
HOU,3342574324,0.001593127409664807
NAL,3328174739,0.0015862643241122782
BUT,3288060978,0.0015671454277290356
HAV,3269289459,0.0015581986045499008
ULD,3260062247,0.0015538007593781601
USE,3249161948,0.0015486054926683805
HAN,3236577761,0.0015426076564814333
HIN,3192784848,0.0015217352140802494
EEN,3150099353,0.0015013905858123485
CES,3146412304,0.0014996332759507542
COU,3131814971,0.0014926759403596414
LAT,3128928842,0.0014913003625049578
TOR,3117606678,0.0014859040278069951
ESE,3083065459,0.0014694410991124784
AGE,3079371068,0.0014676802899296101
AME,3063470381,0.0014601017537964518
RIN,3061940657,0.0014593726614869334
ANC,3061152975,0.0014589972389345343
TEN,3046276919,0.0014519070592514248
HEN,3028124771,0.0014432554387577672
MIN,3014281990,0.001436657735401183
EAS,2978912999,0.0014198002765827779
CAN,2944892098,0.0014035853402400212
LIT,2944248001,0.0014032783527250946
CHA,2937894826,0.0014002503221564923
OUS,2923340166,0.0013933133252383193
EAT,2920916694,0.0013921582575283707
END,2874159170,0.0013698728314250198
SSI,2855479709,0.001360969884644392
IAL,2846884929,0.0013568734672514489
LES,2840778947,0.0013539632530440117
REN,2834101790,0.0013507808071791714
TIV,2823963719,0.0013459488312152382
NTS,2819913821,0.0013440185813883845
WHE,2819913224,0.0013440182968480958
TAT,2816539690,0.0013424104135336555
ABL,2813941563,0.0013411721022991764
DIS,2773684939,0.0013219851149958628
RAN,2756632817,0.0013138577854833692
WOR,2730928730,0.0013016067832405515
ROU,2725119281,0.0012988379016720861
LIN,2717930332,0.001295411527091168
HAD,2716612700,0.0012947835214130357
SED,2712220619,0.0012926901813857616
ONT,2709693161,0.0012914855521909325
PLE,2709301962,0.0012912991001365808
UGH,2701766755,0.0012877076931413782
INC,2670371826,0.0012727443394306588
SIO,2666874725,0.0012710775619958344
