ngram,count,normed
NQ,167770304,0.00005950012912813629
KY,167761726,0.00005949708692045416
LN,165509578,0.000058698357385961136
NW,163456000,0.00005797005116452936
TF,159626603,0.00005661194659804483
FS,155349948,0.00005509522093998982
CQ,154363546,0.00005474539117290391
DH,153344431,0.000054383959664164315
SD,148275222,0.00005258615288378493
VY,138085211,0.00004897224174539223
DJ,134832736,0.00004781874391012554
HW,134615178,0.00004774158645863246
XU,134528161,0.00004771072567687967
AO,130442323,0.0000462616737123756
ML,129888836,0.0000460653782584987
UK,129819900,0.000046040929945514914
UY,128782521,0.00004567302106663002
EJ,128194584,0.00004546450784000316
EZ,127540198,0.00004523242832073589
HB,123778334,0.00004389827449001691
NZ,123192934,0.000043690661016349896
NB,122258836,0.00004335938098470417
MC,121591374,0.00004312266403157685
YB,121220723,0.000042991211791009456
TP,121089391,0.00004294463459127656
XH,117618666,0.0000417137338851048
UX,110947766,0.00003934788366049721
TZ,108527540,0.000038489544871772874
BV,108385069,0.0000384390171997421
MF,107664447,0.00003818344692878059
WD,99767462,0.00003538276280280466
OZ,97904996,0.00003472223489736102
YW,95070267,0.00003371689165411773
KH,89811517,0.0000318518637165598
GD,89087728,0.000031595170261670876
BM,88228719,0.000031290520718792114
MR,87580303,0.00003106055847393173
KU,85313841,0.00003025675244599478
UV,82252351,0.000029170987885870374
DT,81648332,0.000028956771140481106
HD,80544316,0.000028565229294317865
AA,79794787,0.000028299407088468595
XX,79068246,0.00002804173763036899
DF,78347492,0.000027786120545299987
DB,78190243,0.00002773035182114443
JI,77899882,0.000027627374616109534
KR,76743394,0.000027217223452914765
XO,76097183,0.00002698804321644084
CM,75144874,0.000026650304611223277
ZZ,75012595,0.000026603391555734382
NX,73899576,0.000026208656774648996
YG,73102462,0.000025925958437702277
XY,72645837,0.000025764015317761724
KG,72267691,0.00002562990495798501
TB,71746167,0.000025444945256514706
DC,71030077,0.000025190982269910312
BD,69761165,0.000024740959673228116
SG,69588685,0.000024679789239442523
WY,68368953,0.00002424720844432326
ZY,66473188,0.000023574870970960865
AQ,63283982,0.0000224438116339269
HF,63249924,0.000022431732884890084
CD,62905910,0.000022309727518422566
VU,62384927,0.000022124959683862503
KW,61416538,0.000021781518269187193
ZU,60692846,0.000021524859215574228
BN,59062122,0.00002094651915026475
IH,58966344,0.000020912551259453547
TG,55522877,0.00001969131766647826
XV,55076715,0.000019533085273860866
UZ,53873803,0.000019106469730923158
BC,53278096,0.000018895200855696378
XF,52374239,0.000018574645865145906
YZ,51097953,0.000018122008062186254
KM,50449220,0.00001789193339253743
DP,48855638,0.000017326765824048826
LH,45643026,0.000016187405494591473
WF,45330551,0.000016076585507942857
KF,44759608,0.000015874099243002875
PF,41022263,0.000014548641132749974
CF,39704311,0.000014081226385830964
MT,38538709,0.000013667842921305478
YU,37436235,0.000013276847949034266
CP,37067423,0.000013146047914100751
PB,36901495,0.000013087201162377792
TD,36539510,0.000012958822338897515
ZL,35456851,0.000012574854802534591
SV,35005005,0.000012414606566076535
HC,34631551,0.000012282160235029659
MG,34537023,0.000012248635659630281
PW,34037460,0.000012071464477967291
GF,33962536,0.000012044892506834685
PD,33798376,0.000011986672780430215
PN,33536129,0.000011893666270985813
PC,33156666,0.0000117590888340912
RX,32990613,0.000011700197750827057
TV,32805751,0.000011634636011898066
IJ,31324465,0.00001110929448139872
WM,30732232,0.000010899257668364493
UH,30097154,0.00001067402577627447
WK,30095733,0.000010673521815314304
WB,29929113,0.000010614429644179357
BH,29797934,0.00001056790670625287
OQ,29227658,0.000010365656994416637
KT,29132180,0.000010331795499304272
RQ,28152573,0.000009984375594797058
KB,25406204,0.000009010369431385025
CG,24975673,0.00000885768060932945
VR,24701238,0.000008760351597293564
CN,24249641,0.000008600191669265544
PK,23099462,0.000008192278007617351
UU,22006895,0.000007804796575974118
YF,21246637,0.0000075351693052820495
WP,20982546,0.000007441508816942119
CZ,20601701,0.000007306441250528189
KP,20492678,0.000007267775989613261
DQ,19927900,0.000007067476156284411
WU,19601657,0.000006951773316363762
FM,19340776,0.0000068592512620014045
WC,19008254,0.000006741321560104064
MD,18929019,0.000006713220682779148
KD,18894758,0.000006701069939319453
ZH,18782710,0.000006661331855107902
GW,18260884,0.000006476265048634101
RZ,17993128,0.000006381304759506692
CB,17751935,0.000006295765100206781
IW,17611969,0.000006246125832261312
XL,16728256,0.000005932714958235521
HP,16696129,0.000005921321042846898
MW,16465357,0.000005839477215472309
VS,16263248,0.000005767798787817087
FC,16254390,0.000005764657277482714
RJ,15598009,0.0000055318702268181615
BP,15427250,0.000005471310149691572
MH,15033898,0.000005331806946593063
HH,14730425,0.000005224179540214262
YH,14682887,0.000005207320077776301
UJ,14548024,0.000005159490600668076
FG,14424524,0.000005115691037979528
FD,13966832,0.000004953369504003438
GB,13944852,0.000004945574245801865
PG,13354952,0.000004736364836652272
TK,13081991,0.000004639558582150013
KK,12782664,0.000004533401564329162
HQ,11925353,0.000004229354221105825
FN,11823066,0.000004193077898282152
LZ,11767790,0.000004173474136118814
VL,11621019,0.0000041214214590713575
GP,11612944,0.000004118557641510953
HZ,10729982,0.000003805413111384587
DK,9494027,0.0000033670787915244664
YK,9292584,0.000003295636562320667
QI,8954617,0.0000031757757784894065
LX,8612462,0.0000030544297107023596
VD,8430332,0.000002989836881937458
ZS,8395904,0.0000029776269115387426
BW,8319869,0.000002950660921668105
XQ,8225536,0.0000029172055034729726
MV,8172535,0.0000028984085753591605
UW,7824504,0.0000027749785704841955
HG,7789748,0.0000027626522741214164
FB,7730842,0.000002741761124002132
SJ,7621847,0.000002703105793352429
WW,7377619,0.0000026164897642326003
GK,7338894,0.000002602755852774187
UQ,7235727,0.000002566167435900588
BG,7203255,0.0000025546511654583004
SZ,7041052,0.0000024971254936625867
JR,6846578,0.0000024281548365428075
QL,6708919,0.000002379333751521407
ZT,6627349,0.000002350404761007198
HK,6595610,0.0000023391484507224056
VC,6570845,0.000002330365485783281
XM,6569222,0.000002329789885052564
GC,6455066,0.000002289304193730508
FW,6451511,0.000002288043404699271
PZ,6382200,0.000002263462097091935
KC,6326022,0.0000022435384385274225
HV,6292998,0.0000022318263999992716
XW,6292525,0.0000022316586494474362
ZW,6279286,0.00000222696340725769
FP,6262895,0.000002221150300925479
IY,6247588,0.0000022157216377184053
PV,6222096,0.000002206680840535762
VT,6181932,0.0000021924365843752526
JP,6129447,0.0000021738226568634432
CV,5869407,0.000002081598865110163
ZB,5858211,0.000002077628177629507
VP,5510046,0.000001954150649342394
ZR,5320518,0.0000018869341026441331
FH,5166165,0.0000018321924516346958
YV,5115763,0.0000018143172649251555
ZG,4726653,0.0000016763184970082236
ZM,4713608,0.0000016716920573703928
ZV,4618705,0.0000016380344873474672
QS,4448602,0.0000015777070621490043
KV,4414960,0.000001565775848481246
VN,4317772,0.0000015313078978855
ZN,4300522,0.0000015251901452022816
QA,4298294,0.0000015243999798122404
YX,4211192,0.0000014935090526114472
JN,4150888,0.000001472122098535575
BF,4108696,0.0000014571586074509172
MK,3956883,0.0000014033177733583131
CW,3909223,0.0000013864150433361575
JM,3659540,0.0000012978643857591143
LQ,3582930,0.0000012706944707990358
JH,3541869,0.0000012561320914989994
KJ,3471162,0.0000012310556892397347
JC,3447571,0.0000012226890861353982
GZ,3431194,0.0000012168809449358002
JS,3329038,0.0000011806510815672873
TX,3328898,0.0000011806014302411626
FK,3293208,0.0000011679438886026663
JL,3192327,0.000001132166206954217
VM,3178223,0.0000011271641904994861
LJ,3169833,0.0000011241886574553005
TJ,3169658,0.0000011241265932976446
JJ,2979950,0.0000010568462091800807
CJ,2962048,0.0000010504972231780532
VG,2960268,0.000001049865942031611
MJ,2923325,0.0000010367640210242988
JT,2917850,0.0000010348222995204949
PJ,2810773,0.0000009968471920386997
WG,2751783,0.0000009759262511237404
VH,2691078,0.0000009543970814637537
BK,2639491,0.0000009361016317438012
VV,2622571,0.0000009301009143293054
JD,2615147,0.00000092746797543538
TQ,2517400,0.0000008928017741874646
VB,2496014,0.0000008852171794695917
JF,2421784,0.0000008588913370536326
DZ,2200704,0.000000780484800056189
XB,2164724,0.0000007677244092421487
JB,2126115,0.000000754031637453953
ZC,2100797,0.0000007450525497766358
FJ,2065436,0.0000007325116887545325
YY,1993017,0.000000706828121707229
QN,1859810,0.0000006595859488565936
XS,1804740,0.000000640055245073125
QR,1744325,0.0000006186289245886825
JK,1740133,0.0000006171422220235781
JV,1719726,0.0000006099048319362484
QQ,1712219,0.0000006072424568989777
XN,1613611,0.0000005722708999953956
VF,1550317,0.0000005498235354544322
PX,1473468,0.0000005225688585876123
ZD,1415016,0.0000005018387206259035
QT,1385505,0.0000004913725757311524
ZP,1361846,0.0000004829818562684126
QO,1324363,0.00000046968842300319105
DX,1296277,0.00000045972765767792327
HJ,1282370,0.0000004547955077320962
GV,1192366,0.0000004228753794712046
JW,1165914,0.0000004134941160522776
QC,1127399,0.0000003998346815830513
JY,1120221,0.0000003972889871621736
GJ,1093028,0.00000038764492636711533
QB,1083443,0.0000003842455837892227
PQ,1075049,0.00000038126863213571923
JG,1034900,0.00000036702969576015217
BZ,1007374,0.0000003572675357393831
MX,994334,0.0000003526428693631995
QM,989868,0.0000003510589920598225
MZ,970282,0.00000034411277153498116
QF,947879,0.0000003361674953980455
WJ,914179,0.00000032421571189517844
ZQ,913036,0.00000032381034428260345
XR,907409,0.00000032181471562472115
ZK,906537,0.0000003215054587934304
CX,876736,0.00000031093646472313536
FX,812116,0.0000002880188311933054
FV,807297,0.0000002863097616176284
BX,778622,0.0000002761401060703075
VW,742188,0.0000002632187030986915
VJ,724370,0.0000002568995078923388
MQ,708424,0.00000025124422184673885
QV,635514,0.0000002253865205056695
ZF,608389,0.00000021576657606901463
QE,572443,0.00000020301824343417605
YJ,561334,0.00000019907841070618347
GX,557030,0.00000019755198708017932
KX,555422,0.00000019698170613440454
XG,542548,0.00000019241591204491164
QD,519921,0.00000018439119378617653
XJ,511074,0.00000018125358462742683
SX,503772,0.0000001786639133176958
VZ,501189,0.00000017774784635069563
VX,449854,0.0000001595417690177674
WV,389123,0.0000001380033783972149
YQ,384882,0.00000013649929786796684
BQ,346506,0.0000001228891600725358
GQ,345624,0.00000012257635671795036
VK,337545,0.00000011971112054822743
ZJ,309029,0.00000010959785472129101
XK,281255,0.00000009974774092281535
QP,272180,0.00000009652927103294833
HX,263997,0.00000009362715102096135
FZ,263860,0.00000009357856365182506
QH,263509,0.00000009345408068418392
QJ,236928,0.00000008402706711475635
JZ,220675,0.00000007826290280401158
VQ,212856,0.00000007548987623994875
KQ,187242,0.00000006640581147311084
XD,168263,0.00000005967486491225286
QW,163292,0.0000000579118881824976
JX,161750,0.000000057365014290467307
QX,159505,0.000000056568819810825274
KZ,150760,0.000000053467385189680686
WX,150637,0.00000005342376295315687
FQ,149430,0.00000005299569759149632
XZ,136521,0.00000004841749067047226
ZX,108224,0.000000038381893703688
WZ,0,0
WQ,0,0
QG,0,0
QZ,0,0
JQ,0,0
QK,0,0
QY,0,0
